"","X_charge","Y_charge"
"C",4.15568275284022,3.14082855824381
"i1",4.09678991883993,3.76422831322998
"i2",8.59175199409947,2.11354115977883
"i3",9.66937127057463,9.20442830771208
"i4",1.47183575900272,8.09807117562741
"i5",0.946064440067858,2.17849336797372
"u.1.1",0.0214098417200148,1.73808500170708
"u.1.2",1.12097967183217,1.2045636260882
"u.2.1",1.1434155376628,2.97072680201381
"u.2.2",2.54357296042144,3.31928972620517
"u.2.3",3.94373038318008,3.66785265039653
"u.2.4",5.34388780593872,4.01641557458788
"u.2.5",6.74404522869736,4.36497849877924
