"","X_charge","Y_charge"
"C",6.22379163745791,3.77083134185523
"i1",1.45091470098123,5.35360642941669
"i2",8.77180801704526,3.6508174543269
"i3",8.62384295323864,3.26336116995662
"i4",1.53095749439672,2.10616439115256
"i5",6.18737317621708,7.17736084014177
"u.1.1",5.24054552661255,9.35312621295452
"u.1.2",5.33228948324298,8.32001967704855
"u.1.3",5.42403343987341,7.28691314114257
"u.1.4",5.51577739650384,6.2538066052366
"u.1.5",5.60752135313426,5.22070006933064
"u.1.6",5.69926530976469,4.18759353342466
"u.1.7",5.79100926639512,3.15448699751869
"u.2.1",2.81572546577081,8.65211446071044
"u.2.2",3.54219700209796,7.51211063470691
"u.2.3",4.26866853842512,6.37210680870339
"u.3.1",0.850416989997029,0.0734960963018239
"u.3.2",1.12426277767453,1.14090088832503
"u.3.3",1.39810856535203,2.20830568034823
"u.3.4",1.67195435302953,3.27571047237143
"u.3.5",1.94580014070703,4.34311526439463
"u.3.6",2.21964592838453,5.41052005641783
"u.3.7",2.49349171606203,6.47792484844104
"u.3.8",2.76733750373953,7.54532964046424
"u.3.9",3.04118329141703,8.61273443248744
"u.3.10",3.31502907909453,9.68013922451064
"u.4.1",8.92703939462081,8.04254339309409
"u.4.2",9.09835477631229,6.93086482506867
"u.4.3",9.26967015800377,5.81918625704323
"u.4.4",9.44098553969525,4.7075076890178
"u.4.5",9.61230092138673,3.59582912099238
"u.4.6",9.78361630307821,2.48415055296694
"u.4.7",9.95493168476969,1.37247198494151
"u.5.1",1.58544856589288,5.97065061796457
"u.5.2",2.32438877952518,5.24241327715572
"u.5.3",3.06332899315748,4.51417593634687
"u.5.4",3.80226920678979,3.78593859553803
"u.5.5",4.54120942042209,3.05770125472918
"u.5.6",5.2801496340544,2.32946391392034
"u.5.7",6.0190898476867,1.60122657311149
"u.5.8",6.758030061319,0.872989232302643
"u.5.9",7.49697027495131,0.144751891493797
