"","X_charge","Y_charge"
"C",4.75761865079403,5.38548931945115
"i1",6.11309699248523,5.81180876819417
"i2",9.54114865278825,6.45923916716129
"i3",9.69091277569532,1.93667266517878
"i4",9.97545126127079,4.32043716777116
"i5",1.0815430036746,9.4902172870934
"i6",2.86576837301254,5.5858726403676
"i7",3.45687010092661,1.92474719602615
"i8",4.76867394289002,7.04947888385504
"i9",8.93039984395728,8.32457742188126
"i10",1.85731215402484,0.0779205677099526
"u.1.1",0.0585117563605309,1.77137373480946
"u.1.2",1.19141713056403,1.60411848453805
"u.1.3",2.32432250476753,1.43686323426664
"u.1.4",3.45722787897103,1.26960798399523
"u.1.5",4.59013325317452,1.10235273372382
"u.1.6",5.72303862737802,0.93509748345241
"u.1.7",6.85594400158152,0.767842233181
"u.2.1",7.16229397803545,6.23641076963395
"u.2.2",7.7807487512473,5.19302682834677
"u.2.3",8.39920352445915,4.1496428870596
"u.2.4",9.01765829767101,3.10625894577242
"u.2.5",9.63611307088286,2.06287500448525
"u.3.1",2.38338666735217,7.01147550484166
"u.3.2",2.65435754554346,5.99400568675871
"u.3.3",2.92532842373475,4.97653586867576
"u.3.4",3.19629930192605,3.95906605059281
"u.4.1",1.63005948765203,6.25262164976448
"u.4.2",2.281239660612,5.33348495800359
"u.4.3",2.93241983357196,4.41434826624269
"u.4.4",3.58360000653192,3.4952115744818
"u.4.5",4.23478017949189,2.57607488272091
"u.4.6",4.88596035245185,1.65693819096002
"u.4.7",5.53714052541181,0.737801499199122
"u.5.1",0.745324240997434,2.1240668441169
"u.5.2",2.22446378786117,3.35092723602429
"u.6.1",5.26391225866973,1.22374722734094
"u.6.2",5.30695361318067,2.42112866789103
"u.6.3",5.3499949676916,3.61851010844111
"u.6.4",5.39303632220253,4.8158915489912
"u.6.5",5.43607767671347,6.01327298954129
"u.6.6",5.4791190312244,7.21065443009138
"u.7.1",3.65957741625607,2.20341286854818
"u.7.2",4.13146065198816,3.21705270558596
"u.7.3",4.60334388772026,4.23069254262373
"u.8.1",2.16640281956643,1.31928610149771
"u.8.2",2.42175190680427,2.30760750069749
"u.8.3",2.67710099404212,3.29592889989726
"u.8.4",2.93245008127997,4.28425029909704
"u.8.5",3.18779916851781,5.27257169829682
"u.8.6",3.44314825575566,6.26089309749659
"u.8.7",3.69849734299351,7.24921449669637
"u.8.8",3.95384643023135,8.23753589589614
"u.8.9",4.2091955174692,9.22585729509592
"u.9.1",2.45727291796356,0.290556149557233
"u.9.2",2.91046204307349,1.25080696947407
"u.9.3",3.36365116818342,2.21105778939091
"u.9.4",3.81684029329335,3.17130860930774
"u.9.5",4.27002941840328,4.13155942922458
"u.9.6",4.72321854351321,5.09181024914142
"u.9.7",5.17640766862314,6.05206106905825
"u.9.8",5.62959679373307,7.01231188897509
"u.9.9",6.082785918843,7.97256270889193
"u.10.1",6.32068492705002,2.43713452015072
"u.10.2",7.34033558828135,1.77922983653843
"u.10.3",8.35998624951268,1.12132515292615
"u.10.4",9.37963691074401,0.46342046931386
