"","X_charge","Y_charge"
"C",5.01966509316117,3.73344938457012
"i1",9.3838385026902,9.58174358587712
"i2",7.00449669500813,9.94675947120413
"i3",7.36076001310721,4.78766796179116
"i4",0.590749785769731,3.6665388988331
"i5",9.61935350904241,5.10246987454593
"i6",7.47259493684396,1.73914144281298
"i7",6.75501461373642,0.439035019371659
"i8",5.19257672596723,3.18562969565392
"i9",2.09060109686106,9.6120170596987
"i10",4.21945384470746,2.44029008550569
"i11",2.42377155460417,6.14129423862323
"i12",6.99998493539169,6.99899068800732
"i13",8.058237999212,5.47226545168087
"i14",7.73679186822847,9.34624791378155
"i15",7.41740105673671,2.33577316161245
"i16",4.87184282625094,8.78623074619099
"i17",8.26197638642043,8.56960764620453
"i18",0.333440254908055,5.03776198718697
"i19",6.50900216307491,8.21214130846784
"i20",4.80699483538046,7.75035624857992
"i21",5.07701417431235,4.83122788835317
"i22",1.06105440994725,7.57673756917939
"i23",8.93262870144099,3.26667078072205
"i24",7.38223465159535,4.08860567724332
"i25",5.84086291026324,2.44218725943938
"i26",5.68324997089803,0.932384731713682
"i27",2.98379139043391,7.4124328722246
"i28",6.45129070384428,7.82322004204616
"i29",7.23499826621264,4.08524243859574
"i30",4.91524025332183,6.96094536222517
"i31",2.3783767526038,8.28887438634411
"i32",4.16161128552631,3.76283074030653
"i33",6.12952726660296,4.94141909759492
"i34",6.151890642941,4.33169826399535
"i35",0.858506332151592,4.97882545925677
"i36",6.68658427195624,7.77440086239949
"i37",4.13598306942731,0.759482770226896
"i38",4.75156066473573,7.72162762703374
"i39",9.36377773294225,6.15705781616271
"i40",9.7594536235556,2.17971939593554
"u.1.1",2.32796843163669,2.49568249564618
"u.1.2",2.849590171827,3.42988117636802
"u.1.3",3.37121191201732,4.36407985708987
"u.1.4",3.89283365220763,5.29827853781171
"u.1.5",4.41445539239794,6.23247721853356
"u.1.6",4.93607713258825,7.1666758992554
"u.1.7",5.45769887277856,8.10087457997724
"u.2.1",0.940200225450099,8.35521625354886
"u.2.2",1.80243272171356,7.79288118239492
"u.2.3",2.66466521797702,7.23054611124098
"u.2.4",3.52689771424048,6.66821104008704
"u.2.5",4.38913021050394,6.10587596893311
"u.2.6",5.2513627067674,5.54354089777917
"u.2.7",6.11359520303085,4.98120582662523
"u.2.8",6.97582769929431,4.41887075547129
"u.2.9",7.83806019555777,3.85653568431735
"u.2.10",8.70029269182123,3.29420061316341
"u.2.11",9.56252518808469,2.73186554200947
"u.3.1",0.0433824863284826,1.76608950132504
"u.3.2",0.97392036090605,2.3367585176602
"u.3.3",1.90445823548362,2.90742753399536
"u.3.4",2.83499611006118,3.47809655033052
"u.3.5",3.76553398463875,4.04876556666568
"u.3.6",4.69607185921632,4.61943458300084
"u.3.7",5.62660973379388,5.190103599336
"u.3.8",6.55714760837145,5.76077261567116
"u.3.9",7.48768548294902,6.33144163200632
"u.3.10",8.41822335752659,6.90211064834148
"u.3.11",9.34876123210415,7.47277966467664
"u.4.1",4.44277162896469,3.13415914773941
"u.4.2",5.59853248414584,2.49640314490534
"u.4.3",6.75429333932698,1.85864714207128
"u.5.1",2.93515664292499,2.31492057908326
"u.5.2",3.94102800005515,2.79467786994896
"u.5.3",4.9468993571853,3.27443516081465
"u.5.4",5.95277071431545,3.75419245168034
"u.5.5",6.95864207144561,4.23394974254604
"u.5.6",7.96451342857576,4.71370703341173
"u.5.7",8.97038478570591,5.19346432427743
"u.5.8",9.97625614283606,5.67322161514312
"u.6.1",5.529257315211,3.96313507575542
"u.6.2",5.75511841569096,2.68833454698324
"u.7.1",3.13281228300184,6.51474760612473
"u.7.2",3.99579700415156,5.90274335483887
"u.7.3",4.85878172530127,5.29073910355302
"u.7.4",5.72176644645099,4.67873485226716
"u.7.5",6.58475116760071,4.06673060098131
"u.7.6",7.44773588875043,3.45472634969545
"u.7.7",8.31072060990014,2.8427220984096
"u.7.8",9.17370533104986,2.23071784712374
"u.8.1",3.65384532138705,1.61330668488517
"u.8.2",4.25193060422316,2.04546003835276
"u.9.1",3.85961300693452,8.78170106327161
"u.9.2",4.42814692447428,7.93962902273051
"u.9.3",4.99668084201403,7.09755698218942
"u.9.4",5.56521475955378,6.25548494164832
"u.9.5",6.13374867709354,5.41341290110722
"u.9.6",6.70228259463329,4.57134086056612
"u.9.7",7.27081651217304,3.72926882002503
"u.9.8",7.83935042971279,2.88719677948393
"u.9.9",8.40788434725255,2.04512473894283
"u.10.1",0.239353131037205,6.3105545938015
"u.10.2",1.14835489489552,5.76150624805854
"u.10.3",2.05735665875384,5.21245790231559
"u.10.4",2.96635842261215,4.66340955657264
"u.10.5",3.87536018647047,4.11436121082968
"u.10.6",4.78436195032878,3.56531286508673
"u.10.7",5.69336371418709,3.01626451934377
"u.10.8",6.60236547804541,2.46721617360082
"u.10.9",7.51136724190373,1.91816782785787
"u.10.10",8.42036900576204,1.36911948211491
